text,intent,sentiment,clean_text
Aku sering mengingat pengalaman buruk dan merasa sedih.,curhat,negatif,sering mengingat pengalaman buruk merasa sedih
Aku merasa tidak mampu mencapai apa yang aku impikan.,curhat,negatif,merasa mampu mencapai impikan
Ceritakan sesuatu yang bisa membuatku semangat.,ngobrol,netral,ceritakan sesuatu membuatku semangat
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Aku merasa tidak cukup baik dalam segala hal.,curhat,negatif,merasa cukup baik segala hal
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Aku cemas setiap hari karena takut dimarahi bos.,curhat,negatif,cemas setiap hari takut dimarahi bos
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku ingin lebih percaya diri tapi selalu ragu.,curhat,negatif,ingin percaya diri tapi selalu ragu
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Aku tidak tahu apakah harus bertahan atau melepaskannya.,curhat,negatif,tahu apakah harus bertahan melepaskannya
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Apa yang bisa aku lakukan untuk mengurangi kecemasan?,ngobrol,netral,lakukan mengurangi kecemasan
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
"Halo, bagaimana harimu?",ngobrol,netral,halo harimu
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku merasa tertekan karena target kerja yang tinggi.,curhat,negatif,merasa tertekan target kerja tinggi
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku ingin memulai bisnis tapi takut gagal.,curhat,negatif,ingin memulai bisnis tapi takut gagal
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku pernah di-bully dan itu masih menyakitiku sampai sekarang.,curhat,negatif,pernah dibully masih menyakitiku sampai sekarang
Aku sering mengingat pengalaman buruk dan merasa sedih.,curhat,negatif,sering mengingat pengalaman buruk merasa sedih
Aku merasa tertekan karena target kerja yang tinggi.,curhat,negatif,merasa tertekan target kerja tinggi
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku merasa depresi dan tidak punya semangat hidup.,curhat,negatif,merasa depresi punya semangat hidup
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
"Halo, bagaimana harimu?",ngobrol,netral,halo harimu
Aku merasa tertekan karena target kerja yang tinggi.,curhat,negatif,merasa tertekan target kerja tinggi
Aku merasa gaji yang aku dapatkan tidak cukup.,curhat,negatif,merasa gaji dapatkan cukup
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku sering membandingkan diriku dengan orang lain.,curhat,negatif,sering membandingkan diriku orang lain
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Ceritakan sesuatu yang bisa membuatku semangat.,ngobrol,netral,ceritakan sesuatu membuatku semangat
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Aku merasa tidak mampu mencapai apa yang aku impikan.,curhat,negatif,merasa mampu mencapai impikan
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku merasa sendirian meskipun punya banyak teman.,curhat,negatif,merasa sendirian meskipun punya banyak teman
Aku ingin mengatasi ketakutan masa lalu tapi sulit sekali.,curhat,negatif,ingin mengatasi ketakutan masa lalu tapi sulit sekali
Aku tidak tahu apakah harus bertahan atau melepaskannya.,curhat,negatif,tahu apakah harus bertahan melepaskannya
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku merasa tertekan karena target kerja yang tinggi.,curhat,negatif,merasa tertekan target kerja tinggi
Aku kelelahan karena sering lembur tanpa bayaran tambahan.,curhat,negatif,kelelahan sering lembur tanpa bayaran tambahan
Ceritakan sesuatu yang bisa membuatku semangat.,ngobrol,netral,ceritakan sesuatu membuatku semangat
Aku kecewa dengan teman yang tidak mendukungku.,curhat,negatif,kecewa teman mendukungku
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Aku sulit tidur karena selalu overthinking.,curhat,negatif,sulit tidur selalu overthinking
Aku cemas setiap hari karena takut dimarahi bos.,curhat,negatif,cemas setiap hari takut dimarahi bos
Apa cara terbaik untuk menjaga kesehatan mental sehari-hari?,minta_saran,netral,cara terbaik menjaga kesehatan mental seharihari
Bagaimana cara mengatasi overthinking setiap malam?,minta_saran,netral,cara mengatasi overthinking setiap malam
Aku merasa depresi dan tidak punya semangat hidup.,curhat,negatif,merasa depresi punya semangat hidup
Bagaimana cara mengatasi overthinking setiap malam?,minta_saran,netral,cara mengatasi overthinking setiap malam
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku tidak tahu apakah harus bertahan atau melepaskannya.,curhat,negatif,tahu apakah harus bertahan melepaskannya
Aku merasa tertekan karena target kerja yang tinggi.,curhat,negatif,merasa tertekan target kerja tinggi
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku sering membandingkan diriku dengan orang lain.,curhat,negatif,sering membandingkan diriku orang lain
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Aku merasa tidak cukup baik dalam segala hal.,curhat,negatif,merasa cukup baik segala hal
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku kelelahan karena sering lembur tanpa bayaran tambahan.,curhat,negatif,kelelahan sering lembur tanpa bayaran tambahan
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku sering stres karena harus membayar cicilan tiap bulan.,curhat,negatif,sering stres harus membayar cicilan tiap bulan
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku kelelahan karena sering lembur tanpa bayaran tambahan.,curhat,negatif,kelelahan sering lembur tanpa bayaran tambahan
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Aku merasa tidak cukup baik dalam segala hal.,curhat,negatif,merasa cukup baik segala hal
Apa yang bisa aku lakukan untuk mengurangi kecemasan?,ngobrol,netral,lakukan mengurangi kecemasan
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Aku kecewa dengan teman yang tidak mendukungku.,curhat,negatif,kecewa teman mendukungku
Aku kelelahan karena sering lembur tanpa bayaran tambahan.,curhat,negatif,kelelahan sering lembur tanpa bayaran tambahan
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Aku sering stres karena harus membayar cicilan tiap bulan.,curhat,negatif,sering stres harus membayar cicilan tiap bulan
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Aku merasa tidak mampu mencapai apa yang aku impikan.,curhat,negatif,merasa mampu mencapai impikan
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Aku merasa tidak cukup baik dalam segala hal.,curhat,negatif,merasa cukup baik segala hal
Aku sulit tidur karena selalu overthinking.,curhat,negatif,sulit tidur selalu overthinking
Aku takut kehilangan pekerjaan dan tidak bisa memenuhi kebutuhan hidup.,curhat,negatif,takut kehilangan pekerjaan memenuhi kebutuhan hidup
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Aku ingin mengatasi ketakutan masa lalu tapi sulit sekali.,curhat,negatif,ingin mengatasi ketakutan masa lalu tapi sulit sekali
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku sering stres karena harus membayar cicilan tiap bulan.,curhat,negatif,sering stres harus membayar cicilan tiap bulan
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku merasa depresi dan tidak punya semangat hidup.,curhat,negatif,merasa depresi punya semangat hidup
Bagaimana cara mengatasi overthinking setiap malam?,minta_saran,netral,cara mengatasi overthinking setiap malam
Aku ingin merasa lebih baik tapi tidak tahu caranya.,curhat,negatif,ingin merasa baik tapi tahu caranya
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
"Halo, bagaimana harimu?",ngobrol,netral,halo harimu
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Aku ingin lebih percaya diri dalam hubungan sosial.,curhat,negatif,ingin percaya diri hubungan sosial
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Aku kelelahan karena sering lembur tanpa bayaran tambahan.,curhat,negatif,kelelahan sering lembur tanpa bayaran tambahan
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku pernah di-bully dan itu masih menyakitiku sampai sekarang.,curhat,negatif,pernah dibully masih menyakitiku sampai sekarang
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Aku pernah di-bully dan itu masih menyakitiku sampai sekarang.,curhat,negatif,pernah dibully masih menyakitiku sampai sekarang
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku merasa gaji yang aku dapatkan tidak cukup.,curhat,negatif,merasa gaji dapatkan cukup
Bagaimana cara mengatasi overthinking setiap malam?,minta_saran,netral,cara mengatasi overthinking setiap malam
Apa yang bisa aku lakukan untuk mengurangi kecemasan?,ngobrol,netral,lakukan mengurangi kecemasan
Aku sulit tidur karena selalu overthinking.,curhat,negatif,sulit tidur selalu overthinking
Aku merasa sendirian meskipun punya banyak teman.,curhat,negatif,merasa sendirian meskipun punya banyak teman
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku merasa sendirian meskipun punya banyak teman.,curhat,negatif,merasa sendirian meskipun punya banyak teman
Aku merasa sendirian meskipun punya banyak teman.,curhat,negatif,merasa sendirian meskipun punya banyak teman
Aku takut kehilangan pekerjaan dan tidak bisa memenuhi kebutuhan hidup.,curhat,negatif,takut kehilangan pekerjaan memenuhi kebutuhan hidup
Apa cara terbaik untuk menjaga kesehatan mental sehari-hari?,minta_saran,netral,cara terbaik menjaga kesehatan mental seharihari
Aku ingin lebih percaya diri dalam hubungan sosial.,curhat,negatif,ingin percaya diri hubungan sosial
Aku merasa gaji yang aku dapatkan tidak cukup.,curhat,negatif,merasa gaji dapatkan cukup
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku merasa sendirian meskipun punya banyak teman.,curhat,negatif,merasa sendirian meskipun punya banyak teman
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Ceritakan sesuatu yang bisa membuatku semangat.,ngobrol,netral,ceritakan sesuatu membuatku semangat
Aku merasa tidak mampu mencapai apa yang aku impikan.,curhat,negatif,merasa mampu mencapai impikan
Aku ingin memulai bisnis tapi takut gagal.,curhat,negatif,ingin memulai bisnis tapi takut gagal
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
"Halo, bagaimana harimu?",ngobrol,netral,halo harimu
Aku ingin lebih percaya diri tapi selalu ragu.,curhat,negatif,ingin percaya diri tapi selalu ragu
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Aku pernah di-bully dan itu masih menyakitiku sampai sekarang.,curhat,negatif,pernah dibully masih menyakitiku sampai sekarang
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku kelelahan karena sering lembur tanpa bayaran tambahan.,curhat,negatif,kelelahan sering lembur tanpa bayaran tambahan
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku merasa sendirian meskipun punya banyak teman.,curhat,negatif,merasa sendirian meskipun punya banyak teman
Aku tidak tahu apakah harus bertahan atau melepaskannya.,curhat,negatif,tahu apakah harus bertahan melepaskannya
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Apa yang bisa aku lakukan untuk mengurangi kecemasan?,ngobrol,netral,lakukan mengurangi kecemasan
Aku ingin lebih percaya diri dalam hubungan sosial.,curhat,negatif,ingin percaya diri hubungan sosial
Aku pernah di-bully dan itu masih menyakitiku sampai sekarang.,curhat,negatif,pernah dibully masih menyakitiku sampai sekarang
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Aku sulit tidur karena selalu overthinking.,curhat,negatif,sulit tidur selalu overthinking
Aku merasa tidak mampu mencapai apa yang aku impikan.,curhat,negatif,merasa mampu mencapai impikan
Aku ingin merasa lebih baik tapi tidak tahu caranya.,curhat,negatif,ingin merasa baik tapi tahu caranya
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku kecewa dengan teman yang tidak mendukungku.,curhat,negatif,kecewa teman mendukungku
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Aku merasa tidak mampu mencapai apa yang aku impikan.,curhat,negatif,merasa mampu mencapai impikan
Aku tidak tahu apakah harus bertahan atau melepaskannya.,curhat,negatif,tahu apakah harus bertahan melepaskannya
Aku ingin lebih percaya diri tapi selalu ragu.,curhat,negatif,ingin percaya diri tapi selalu ragu
Aku cemas setiap hari karena takut dimarahi bos.,curhat,negatif,cemas setiap hari takut dimarahi bos
Aku sering stres karena harus membayar cicilan tiap bulan.,curhat,negatif,sering stres harus membayar cicilan tiap bulan
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Aku merasa gaji yang aku dapatkan tidak cukup.,curhat,negatif,merasa gaji dapatkan cukup
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Apa cara terbaik untuk menjaga kesehatan mental sehari-hari?,minta_saran,netral,cara terbaik menjaga kesehatan mental seharihari
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku merasa depresi dan tidak punya semangat hidup.,curhat,negatif,merasa depresi punya semangat hidup
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku kecewa dengan teman yang tidak mendukungku.,curhat,negatif,kecewa teman mendukungku
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Apa cara terbaik untuk menjaga kesehatan mental sehari-hari?,minta_saran,netral,cara terbaik menjaga kesehatan mental seharihari
Aku ingin mengatasi ketakutan masa lalu tapi sulit sekali.,curhat,negatif,ingin mengatasi ketakutan masa lalu tapi sulit sekali
Aku merasa depresi dan tidak punya semangat hidup.,curhat,negatif,merasa depresi punya semangat hidup
Ceritakan sesuatu yang bisa membuatku semangat.,ngobrol,netral,ceritakan sesuatu membuatku semangat
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku sering merasa sendirian meskipun ada orang di sekitarku.,curhat,negatif,sering merasa sendirian meskipun ada orang sekitarku
Aku sulit tidur karena selalu overthinking.,curhat,negatif,sulit tidur selalu overthinking
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Aku merasa sendirian meskipun punya banyak teman.,curhat,negatif,merasa sendirian meskipun punya banyak teman
Aku ingin memulai bisnis tapi takut gagal.,curhat,negatif,ingin memulai bisnis tapi takut gagal
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Apa cara terbaik untuk menjaga kesehatan mental sehari-hari?,minta_saran,netral,cara terbaik menjaga kesehatan mental seharihari
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku ingin memulai bisnis tapi takut gagal.,curhat,negatif,ingin memulai bisnis tapi takut gagal
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Aku takut kehilangan pekerjaan dan tidak bisa memenuhi kebutuhan hidup.,curhat,negatif,takut kehilangan pekerjaan memenuhi kebutuhan hidup
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Aku merasa depresi dan tidak punya semangat hidup.,curhat,negatif,merasa depresi punya semangat hidup
Aku merasa tertekan karena target kerja yang tinggi.,curhat,negatif,merasa tertekan target kerja tinggi
Aku ingin menabung tapi pengeluaranku selalu besar.,curhat,negatif,ingin menabung tapi pengeluaranku selalu besar
Apa yang bisa aku lakukan untuk mengurangi kecemasan?,ngobrol,netral,lakukan mengurangi kecemasan
Aku merasa gaji yang aku dapatkan tidak cukup.,curhat,negatif,merasa gaji dapatkan cukup
Aku ingin mengatasi ketakutan masa lalu tapi sulit sekali.,curhat,negatif,ingin mengatasi ketakutan masa lalu tapi sulit sekali
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku sering stres karena harus membayar cicilan tiap bulan.,curhat,negatif,sering stres harus membayar cicilan tiap bulan
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku takut kehilangan pekerjaan dan tidak bisa memenuhi kebutuhan hidup.,curhat,negatif,takut kehilangan pekerjaan memenuhi kebutuhan hidup
"Halo, bagaimana harimu?",ngobrol,netral,halo harimu
Aku sering membandingkan diriku dengan orang lain.,curhat,negatif,sering membandingkan diriku orang lain
Aku ingin lebih percaya diri dalam hubungan sosial.,curhat,negatif,ingin percaya diri hubungan sosial
Apa langkah pertama untuk membangun kepercayaan diri?,minta_saran,netral,langkah pertama membangun kepercayaan diri
Aku ingin mengatasi ketakutan masa lalu tapi sulit sekali.,curhat,negatif,ingin mengatasi ketakutan masa lalu tapi sulit sekali
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku merasa depresi dan tidak punya semangat hidup.,curhat,negatif,merasa depresi punya semangat hidup
Aku sering merasa cemas tanpa alasan yang jelas.,curhat,negatif,sering merasa cemas tanpa alasan jelas
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Bagaimana menghadapi kegagalan tanpa kehilangan motivasi?,minta_saran,netral,menghadapi kegagalan tanpa kehilangan motivasi
Aku ingin merasa lebih baik tapi tidak tahu caranya.,curhat,negatif,ingin merasa baik tapi tahu caranya
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Apa cara terbaik untuk menjaga kesehatan mental sehari-hari?,minta_saran,netral,cara terbaik menjaga kesehatan mental seharihari
Aku ingin memulai bisnis tapi takut gagal.,curhat,negatif,ingin memulai bisnis tapi takut gagal
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku sering mengingat pengalaman buruk dan merasa sedih.,curhat,negatif,sering mengingat pengalaman buruk merasa sedih
Apa kabar? Aku ingin ngobrol santai.,ngobrol,netral,kabar ingin ngobrol santai
Aku kelelahan karena sering lembur tanpa bayaran tambahan.,curhat,negatif,kelelahan sering lembur tanpa bayaran tambahan
Aku merasa orang-orang tidak memahami luka batinku.,curhat,negatif,merasa orangorang memahami luka batinku
Aku takut kehilangan pekerjaan dan tidak bisa memenuhi kebutuhan hidup.,curhat,negatif,takut kehilangan pekerjaan memenuhi kebutuhan hidup
Aku ingin merasa lebih baik tapi tidak tahu caranya.,curhat,negatif,ingin merasa baik tapi tahu caranya
Bagaimana cara menghadapi orang toxic tanpa stres?,minta_saran,netral,cara menghadapi orang toxic tanpa stres
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Aku takut kehilangan pekerjaan dan tidak bisa memenuhi kebutuhan hidup.,curhat,negatif,takut kehilangan pekerjaan memenuhi kebutuhan hidup
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Aku pernah di-bully dan itu masih menyakitiku sampai sekarang.,curhat,negatif,pernah dibully masih menyakitiku sampai sekarang
Aku merasa stuck di pekerjaan yang tidak aku sukai.,curhat,negatif,merasa stuck pekerjaan sukai
Aku khawatir dengan masa depan finansialku.,curhat,negatif,khawatir masa depan finansialku
Aku mengalami kejadian traumatis yang sulit aku lupakan.,curhat,negatif,mengalami kejadian traumatis sulit lupakan
Aku merasa tidak cukup baik dalam segala hal.,curhat,negatif,merasa cukup baik segala hal
Bagaimana cara meningkatkan kebahagiaan dalam hidup?,ngobrol,netral,cara meningkatkan kebahagiaan hidup
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
Aku sering merasa diremehkan oleh orang-orang di sekitarku.,curhat,negatif,sering merasa diremehkan orangorang sekitarku
Aku sering berpikir negatif tentang diriku sendiri.,curhat,negatif,sering berpikir negatif tentang diriku sendiri
